customer_id,gender,elderly,married,have_children,weeks_since_purchase,lives_in_large_city,lives_in_citycenter,loyalty_club_level,frequent_buyer_discount,is_bank_customer,loyalty_creditcard,weekly_email,loyaltyclub_magazine,purchase_online,segment_income,longtime_member,segment_type,avg_monthly_discount,control_group,Purchased
4158,Male,0,No,No,11,Yes,No,Basic,No,No,No,No,No,No,High Income,No,Hedonist,45.2,True,No
6673,Male,0,No,No,27,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,20.35,False,No
2119,Female,0,Yes,Yes,22,Yes,No,Premium,No,No,No,No,No,Yes,High Income,Yes,Experientialist ,80.15,True,No
5798,Male,0,Yes,No,19,Yes,Yes,Premium,Yes,Yes,No,Yes,No,No,High Income,Yes,Hedonist,88.8,False,No
5930,Male,1,Yes,No,62,Yes,Yes,Premium,Yes,Yes,Yes,No,No,No,High Income,Yes,Experientialist ,89.1,False,No
3664,Female,0,No,No,9,Yes,No,Premium,No,No,No,No,Yes,Yes,High Income,Yes,Rationalist,88.4,False,No
5446,Male,0,Yes,Yes,62,Yes,Yes,Premium,No,No,Yes,No,Yes,No,Low Income,Yes,Hedonist,89.1,True,No
1257,Female,0,Yes,Yes,72,Yes,Yes,Basic,Yes,No,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,85.9,True,No
807,Male,0,No,No,18,Yes,No,Basic,No,No,Yes,Yes,No,No,High Income,No,Hedonist,55.2,True,No
2290,Female,0,Yes,Yes,72,Yes,Yes,Premium,Yes,No,Yes,Yes,Yes,Yes,Low Income,No,Rationalist,107.45,False,No
4168,Female,0,Yes,No,50,Yes,Yes,Basic,No,No,Yes,No,Yes,Yes,Middle Income,No,Traditionalist,75.7,False,No
1813,Male,0,Yes,No,17,Yes,No,Premium,No,No,Yes,No,Yes,Yes,Middle Income,Yes,Traditionalist,96.65,True,No
3934,Male,0,No,No,9,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Hedonist,19.7,False,No
4621,Male,0,Yes,No,72,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,115.8,False,No
5959,Male,0,Yes,No,11,Yes,No,Basic,No,No,No,No,Yes,No,High Income,Yes,Traditionalist,55.05,False,No
3034,Female,0,Yes,No,68,Yes,Yes,Premium,Yes,Yes,Yes,No,Yes,Yes,Low Income,Yes,Traditionalist,110.8,False,No
3072,Male,0,Yes,Yes,47,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Rationalist,90.5,True,No
4067,Male,0,No,No,56,Yes,Yes,Basic,Yes,Yes,No,Yes,No,No,Middle Income,Yes,Traditionalist,64.65,False,No
2884,Male,0,Yes,Yes,68,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,25.75,True,No
6099,Male,0,Yes,Yes,21,Yes,Yes,Basic,Yes,No,No,No,Yes,Yes,Middle Income,Yes,Traditionalist,75.9,True,No
3935,Female,0,No,Yes,10,No,No,Basic,Yes,Yes,No,Yes,No,No,Middle Income,No,Rationalist,40.25,True,No
4993,Male,0,Yes,No,51,No,No,Basic,No,Yes,No,No,No,No,High Income,Yes,Hedonist,30.05,False,No
1834,Male,0,No,No,1,Yes,No,Basic,Yes,No,No,No,No,No,High Income,No,Experientialist ,47.95,False,No
6225,Male,0,Yes,Yes,51,Yes,Yes,Premium,No,Yes,No,Yes,No,No,Middle Income,No,Traditionalist,84.2,False,No
5174,Male,0,Yes,Yes,4,Yes,No,Basic,No,No,No,No,No,No,High Income,No,Experientialist ,44.8,True,No
175,Female,0,No,No,32,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Traditionalist,20.55,True,No
6301,Female,0,Yes,Yes,67,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,24.9,False,No
3316,Male,1,Yes,No,66,Yes,Yes,Premium,No,Yes,Yes,Yes,Yes,Yes,Middle Income,Yes,Traditionalist,107.35,True,No
1003,Male,0,Yes,Yes,4,Yes,No,Premium,No,No,No,No,No,No,High Income,Yes,Rationalist,69.55,False,No
3565,Male,0,No,No,63,Yes,Yes,Premium,No,Yes,No,No,No,Yes,Middle Income,No,Hedonist,90.45,False,No
5487,Male,0,No,No,54,Yes,Yes,Basic,Yes,No,Yes,Yes,Yes,Yes,Low Income,No,Traditionalist,87.1,True,No
3366,Male,0,No,No,19,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,87935.06,True,No
55,Female,1,Yes,Yes,60,Yes,No,Basic,Yes,Yes,Yes,Yes,No,Yes,Middle Income,Yes,Hedonist,74.85,False,No
4882,Male,0,Yes,No,28,Yes,No,Premium,No,No,No,Yes,No,No,High Income,No,Traditionalist,76.55,False,No
4248,Male,0,Yes,Yes,69,Yes,No,Premium,Yes,Yes,No,Yes,Yes,Yes,Low Income,Yes,Hedonist,106.35,False,No
3224,Male,0,Yes,No,3,No,No,Basic,No,Yes,No,No,No,No,High Income,No,Hedonist,29.8,True,No
1607,Male,1,Yes,Yes,72,Yes,No,Premium,Yes,No,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,104.1,False,No
1718,Male,0,Yes,No,72,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,19.7,False,No
4016,Female,0,No,No,36,Yes,Yes,Basic,Yes,No,No,No,No,No,Middle Income,No,Rationalist,54.45,True,No
5348,Male,0,Yes,No,72,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,116.95,False,No
3018,Female,0,Yes,Yes,18,Yes,No,Basic,Yes,Yes,No,Yes,No,No,Middle Income,Yes,Rationalist,61.5,True,No
6567,Male,0,Yes,Yes,70,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,116.55,True,No
744,Female,0,Yes,Yes,61,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,24.1,True,No
2899,Female,0,No,No,6,No,No,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Rationalist,63.4,True,No
3961,Female,0,No,No,3,Yes,No,Basic,No,No,Yes,No,Yes,No,High Income,No,Experientialist ,57.55,False,No
4078,Female,1,Yes,Yes,14,Yes,Yes,Premium,No,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,95.8,False,No
4188,Female,0,Yes,Yes,36,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,20.25,False,No
1134,Male,0,No,Yes,2,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,19.25,True,No
4803,Female,0,No,No,28,Yes,No,Basic,No,Yes,No,Yes,No,No,High Income,No,Traditionalist,54.65,False,No
983,Female,0,No,No,39,Yes,No,Basic,Yes,No,No,No,No,No,Middle Income,Yes,Experientialist ,47.85,False,No
5236,Male,0,No,No,9,Yes,Yes,Premium,Yes,No,No,No,No,No,High Income,Yes,Experientialist ,81.15,False,No
6174,Male,1,No,No,35,Yes,Yes,Premium,Yes,No,No,No,No,Yes,High Income,No,Hedonist,91.0,True,No
2883,Female,0,No,No,11,Yes,No,Basic,No,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,64.9,True,No
4290,Female,0,No,No,54,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,20.1,True,No
814,Male,0,Yes,Yes,34,No,No,Basic,Yes,No,No,No,No,No,Middle Income,No,Traditionalist,30.4,False,No
1597,Female,0,Yes,No,2,Yes,No,Premium,No,No,No,No,No,No,High Income,Yes,Experientialist ,70.35,True,No
6328,Male,0,No,No,28,Yes,No,Premium,No,Yes,No,Yes,Yes,No,Middle Income,Yes,Traditionalist,91.25,False,No
6581,Female,0,Yes,Yes,49,Yes,No,Basic,No,Yes,Yes,No,Yes,Yes,Middle Income,No,Hedonist,78.0,False,No
6100,Female,0,Yes,Yes,71,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,24.7,True,No
2395,Male,0,No,No,71,Yes,Yes,Premium,No,Yes,No,No,No,No,Middle Income,Yes,Hedonist,79.05,True,No
767,Male,0,No,No,22,Yes,Yes,Premium,No,Yes,No,No,No,No,High Income,Yes,Rationalist,78.85,True,No
5033,Female,0,No,No,12,Yes,Yes,Premium,No,Yes,No,No,No,Yes,High Income,Yes,Experientialist ,89.15,False,No
4609,Male,0,No,No,55,Yes,Yes,Basic,No,No,Yes,No,Yes,Yes,Low Income,Yes,Traditionalist,77.8,True,No
3182,Female,0,Yes,No,64,Yes,Yes,Basic,Yes,Yes,Yes,Yes,No,Yes,Low Income,Yes,Rationalist,81.3,True,No
1530,Female,0,Yes,No,59,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,18.4,True,No
5345,Male,0,No,Yes,71,Yes,No,Basic,Yes,Yes,Yes,Yes,Yes,No,Low Income,Yes,Hedonist,76.9,True,No
4656,Female,0,No,No,32,Yes,Yes,Basic,Yes,No,No,No,Yes,Yes,Middle Income,No,Rationalist,74.75,False,No
1094,Female,0,Yes,Yes,71,Yes,Yes,Premium,Yes,No,Yes,Yes,No,Yes,Low Income,No,Experientialist ,100.45,True,No
2083,Male,0,No,Yes,21,Yes,Yes,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,24.7,False,No
3913,Female,0,Yes,Yes,60,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,115.25,True,No
2831,Male,0,No,No,60,Yes,No,Basic,Yes,Yes,Yes,No,No,No,Low Income,No,Experientialist ,61.4,False,No
1167,Female,0,No,No,5,Yes,Yes,Basic,Yes,No,No,No,No,No,High Income,Yes,Experientialist ,53.8,False,No
624,Female,0,No,No,20,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,19.7,False,No
3509,Female,0,No,No,70,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,113.65,False,No
3354,Male,0,Yes,No,12,Yes,No,Premium,No,Yes,No,No,No,Yes,High Income,Yes,Hedonist,85.05,False,No
6903,Female,1,Yes,No,56,Yes,Yes,Basic,Yes,Yes,Yes,Yes,No,No,Middle Income,Yes,Hedonist,68.45,False,No
2041,Male,0,Yes,No,71,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Traditionalist,90.55,False,No
3494,Male,0,No,No,2,Yes,No,Basic,No,No,No,No,No,No,High Income,Yes,Traditionalist,46.6,True,No
3723,Male,0,No,Yes,23,No,No,Basic,Yes,Yes,No,Yes,No,No,Middle Income,No,Traditionalist,40.65,True,No
1283,Male,0,No,No,1,Yes,No,Basic,No,No,No,No,Yes,Yes,High Income,Yes,Rationalist,62.8,False,No
6415,Male,0,Yes,Yes,40,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,25.25,True,No
4698,Male,0,Yes,No,72,Yes,No,Premium,No,No,Yes,No,Yes,Yes,High Income,Yes,Experientialist ,94.65,False,No
6341,Male,0,No,No,23,Yes,Yes,Premium,No,No,Yes,Yes,Yes,No,High Income,Yes,Hedonist,96.9,True,No
2321,Male,0,Yes,Yes,63,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,89.4,False,No
4714,Male,0,Yes,Yes,58,Yes,Yes,Premium,No,No,Yes,Yes,Yes,Yes,Middle Income,Yes,Traditionalist,105.05,True,No
2498,Female,0,Yes,No,4,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,19.6,True,No
5515,Female,0,No,No,1,Yes,No,Basic,Yes,No,No,No,No,No,High Income,Yes,Traditionalist,48.45,True,No
5081,Male,0,Yes,No,67,Yes,Yes,Premium,No,Yes,Yes,No,No,Yes,Low Income,Yes,Experientialist ,93.15,True,No
5536,Female,0,Yes,Yes,55,Yes,Yes,Basic,Yes,No,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,85.1,True,No
1375,Male,0,Yes,Yes,45,Yes,No,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Rationalist,84.35,True,No
3315,Female,0,No,No,37,Yes,No,Premium,No,Yes,Yes,No,No,No,Middle Income,No,Experientialist ,80.05,False,No
1871,Male,0,No,No,1,Yes,No,Basic,No,No,No,No,No,No,High Income,Yes,Rationalist,45.55,True,No
4529,Female,0,No,No,44,Yes,No,Premium,No,Yes,Yes,No,Yes,No,High Income,Yes,Hedonist,88.15,True,No
5107,Female,0,No,No,52,Yes,No,Basic,No,No,Yes,No,No,Yes,High Income,Yes,Experientialist ,59.45,False,No
116,Male,0,Yes,Yes,3,Yes,No,Premium,Yes,Yes,No,No,Yes,No,High Income,No,Experientialist ,89.85,True,No
1902,Female,0,No,No,12,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Experientialist ,20.15,False,No
1581,Female,1,Yes,No,21,Yes,Yes,Basic,No,Yes,Yes,No,No,Yes,Middle Income,No,Traditionalist,71.7,False,No
2817,Female,0,Yes,No,72,Yes,Yes,Premium,Yes,Yes,Yes,No,Yes,Yes,Low Income,Yes,Experientialist ,109.55,False,No
2536,Female,1,Yes,No,70,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,92.2,False,No
4426,Male,0,Yes,Yes,14,Yes,Yes,Basic,Yes,Yes,No,No,No,Yes,High Income,No,Rationalist,69.2,False,No
4642,Female,0,No,No,1,No,No,Basic,No,No,No,No,No,No,High Income,No,Rationalist,24.4,False,No
2797,Female,0,Yes,No,55,Yes,Yes,Premium,Yes,No,No,No,Yes,No,High Income,Yes,Traditionalist,89.8,False,No
3109,Female,0,No,Yes,43,Yes,No,Premium,Yes,Yes,No,Yes,Yes,Yes,Middle Income,Yes,Hedonist,106.0,True,No
1969,Female,0,No,No,53,Yes,No,Premium,No,Yes,Yes,No,Yes,Yes,Middle Income,Yes,Rationalist,100.3,True,No
1296,Female,0,Yes,Yes,70,Yes,Yes,Basic,Yes,No,No,Yes,Yes,Yes,Low Income,Yes,Traditionalist,80.6,True,No
3130,Male,0,Yes,No,70,Yes,Yes,Premium,No,Yes,Yes,No,Yes,No,Middle Income,Yes,Traditionalist,95.0,False,No
685,Female,0,No,No,1,Yes,No,Premium,No,No,No,No,No,No,High Income,No,Rationalist,71.1,True,No
5528,Female,1,Yes,No,72,Yes,Yes,Premium,No,Yes,Yes,No,Yes,Yes,Middle Income,No,Hedonist,105.0,False,No
5315,Female,0,Yes,No,70,No,No,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Traditionalist,64.55,False,No
3635,Male,1,No,No,72,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Traditionalist,113.8,True,No
4562,Female,0,Yes,Yes,8,Yes,Yes,Basic,No,Yes,No,No,No,No,High Income,No,Experientialist ,55.75,False,No
5508,Female,0,No,No,28,Yes,No,Basic,Yes,Yes,No,Yes,No,No,Middle Income,Yes,Experientialist ,59.9,True,No
3766,Female,0,No,No,5,Yes,Yes,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,25.45,True,No
4615,Male,0,Yes,Yes,7,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,20.25,False,No
5579,Female,0,Yes,Yes,42,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,20.0,False,No
3223,Male,0,No,No,2,Yes,No,Basic,No,No,No,No,No,No,High Income,No,Traditionalist,44.9,True,No
683,Male,0,No,No,3,Yes,No,Basic,Yes,No,No,Yes,Yes,No,High Income,Yes,Hedonist,64.4,True,No
6656,Female,0,No,No,63,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,24.2,False,No
2221,Male,0,Yes,No,72,Yes,No,Basic,Yes,Yes,No,Yes,Yes,Yes,Low Income,Yes,Traditionalist,79.35,False,No
2014,Female,0,No,Yes,31,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,20.1,True,No
935,Female,0,No,No,12,No,No,Basic,Yes,No,No,Yes,No,No,Middle Income,Yes,Rationalist,33.6,True,No
4627,Female,1,No,No,63,Yes,Yes,Premium,No,No,Yes,No,No,Yes,High Income,Yes,Traditionalist,89.6,False,No
6664,Female,0,No,No,1,Yes,No,Basic,No,No,No,No,Yes,No,High Income,Yes,Experientialist ,54.65,True,No
4197,Female,0,Yes,Yes,70,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,24.05,False,No
179,Female,0,Yes,Yes,15,Yes,Yes,Premium,No,Yes,Yes,No,Yes,Yes,High Income,Yes,Traditionalist,105.35,True,No
797,Male,0,No,No,31,Yes,Yes,Premium,No,No,No,Yes,No,No,Middle Income,No,Hedonist,81.7,False,No
6501,Female,0,No,No,21,No,No,Basic,Yes,No,No,Yes,No,No,Low Income,No,Rationalist,35.1,False,No
3885,Female,0,Yes,No,18,Yes,Yes,Premium,No,No,No,Yes,Yes,No,High Income,Yes,Experientialist ,88.85,True,No
2705,Female,0,Yes,Yes,53,Yes,No,Basic,No,No,Yes,No,No,Yes,Middle Income,No,Hedonist,60.6,True,No
4788,Female,0,Yes,No,4,Yes,No,Basic,Yes,Yes,No,No,No,No,High Income,No,Rationalist,54.7,True,No
6434,Female,0,Yes,Yes,58,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,20.5,True,No
2353,Male,0,No,No,8,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Traditionalist,19.7,False,No
670,Female,0,Yes,No,70,No,No,Basic,No,Yes,Yes,Yes,Yes,Yes,Low Income,No,Traditionalist,57.8,True,No
2069,Male,0,No,No,47,Yes,Yes,Premium,Yes,Yes,No,Yes,Yes,No,High Income,No,Rationalist,100.75,True,No
4411,Female,0,Yes,No,16,Yes,No,Premium,No,Yes,No,No,Yes,Yes,High Income,Yes,Traditionalist,94.65,True,No
311,Female,0,No,No,1,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Traditionalist,19.25,True,No
5664,Female,0,Yes,Yes,37,Yes,Yes,Premium,No,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,95.25,False,No
1595,Female,0,No,Yes,62,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,26.0,True,No
6372,Female,0,No,No,24,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,25.15,True,No
2774,Male,0,Yes,No,24,No,No,Basic,No,No,Yes,No,No,No,High Income,No,Experientialist ,29.1,True,No
2236,Female,0,Yes,Yes,41,Yes,Yes,Basic,Yes,Yes,Yes,No,Yes,No,Middle Income,Yes,Hedonist,78.35,False,No
5771,Female,0,Yes,No,37,Yes,Yes,Basic,Yes,No,Yes,Yes,No,No,Middle Income,No,Hedonist,68.1,False,No
1631,Male,1,Yes,No,38,Yes,Yes,Premium,No,Yes,Yes,No,Yes,Yes,High Income,Yes,Experientialist ,102.6,False,No
3585,Male,0,Yes,No,8,Yes,No,Premium,Yes,No,No,No,No,No,High Income,Yes,Rationalist,75.0,True,No
1356,Female,0,No,No,9,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Experientialist ,19.5,False,No
7032,Male,1,Yes,No,55,Yes,Yes,Basic,Yes,Yes,No,No,No,No,Middle Income,No,Hedonist,60.0,True,No
5268,Male,1,Yes,No,9,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,19.85,False,No
6436,Male,0,Yes,Yes,52,No,No,Basic,No,Yes,Yes,Yes,Yes,No,Low Income,No,Rationalist,50.2,False,No
5406,Male,0,No,Yes,34,Yes,Yes,Premium,Yes,Yes,No,No,Yes,Yes,Middle Income,Yes,Experientialist ,103.8,False,No
6926,Male,0,Yes,No,15,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,18.8,False,No
6230,Male,0,Yes,No,72,Yes,Yes,Basic,No,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,85.45,False,No
1042,Female,0,No,Yes,16,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,Yes,Traditionalist,19.3,False,No
3469,Male,0,Yes,Yes,1,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,19.7,False,No
405,Male,0,No,No,20,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,19.7,True,No
4012,Female,0,Yes,Yes,23,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,19.65,True,No
1774,Female,0,Yes,Yes,68,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Traditionalist,19.35,False,No
2140,Female,0,No,No,7,Yes,No,Basic,No,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,66.85,True,No
6798,Male,0,No,No,27,Yes,No,Premium,No,No,No,No,No,No,High Income,Yes,Rationalist,69.05,True,No
5116,Male,0,Yes,No,46,Yes,No,Basic,Yes,Yes,Yes,Yes,No,No,Low Income,No,Rationalist,65.65,True,No
6649,Female,0,Yes,Yes,20,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,20.05,False,No
5158,Female,0,Yes,Yes,16,Yes,No,Basic,Yes,Yes,No,Yes,No,Yes,Low Income,No,Traditionalist,,False,No
5458,Female,0,Yes,Yes,11,Yes,No,Basic,Yes,No,No,No,No,No,High Income,No,Traditionalist,51.0,False,No
2526,Male,0,Yes,Yes,72,Yes,Yes,Premium,Yes,Yes,No,Yes,No,Yes,Low Income,Yes,Hedonist,97.75,True,No
3799,Male,0,No,No,42,Yes,Yes,Premium,No,No,No,Yes,Yes,Yes,High Income,Yes,Experientialist ,100.3,True,No
6674,Female,1,No,No,2,Yes,No,Basic,No,No,No,No,No,No,High Income,No,Experientialist ,43.95,False,No
689,Male,0,No,No,52,No,No,Basic,No,Yes,No,No,No,No,Middle Income,No,Rationalist,30.1,True,No
1919,Male,0,No,No,24,Yes,No,Basic,Yes,No,No,Yes,No,No,High Income,No,Experientialist ,54.95,True,No
5750,Female,1,No,No,59,Yes,Yes,Premium,No,No,Yes,No,Yes,Yes,Middle Income,Yes,Experientialist ,99.5,False,No
6522,Female,0,Yes,Yes,18,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,25.1,True,No
3073,Female,0,Yes,Yes,61,Yes,Yes,Basic,Yes,Yes,Yes,Yes,No,Yes,Middle Income,Yes,Experientialist ,79.4,False,No
5347,Male,0,No,No,66,Yes,Yes,Basic,Yes,Yes,Yes,No,No,Yes,Low Income,Yes,Hedonist,74.6,False,No
2191,Male,0,Yes,No,71,Yes,Yes,Basic,No,Yes,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,84.2,True,No
4644,Male,0,No,No,3,Yes,Yes,Basic,No,No,No,Yes,Yes,No,High Income,Yes,Rationalist,65.25,False,No
3053,Male,0,Yes,No,37,Yes,Yes,Basic,Yes,No,No,No,No,No,High Income,Yes,Rationalist,55.05,False,No
936,Female,1,Yes,No,4,Yes,Yes,Premium,No,No,No,No,Yes,No,High Income,Yes,Experientialist ,83.25,False,No
4505,Male,0,No,No,37,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,20.15,False,No
3753,Male,0,No,No,55,Yes,No,Basic,Yes,No,Yes,Yes,No,No,Low Income,Yes,Experientialist ,59.2,False,No
693,Male,0,No,Yes,47,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,20.55,True,No
2110,Male,0,No,No,34,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,26.1,True,No
6976,Female,0,Yes,Yes,24,Yes,Yes,Basic,Yes,Yes,Yes,No,No,No,Low Income,No,Experientialist ,64.35,False,No
5854,Male,0,Yes,No,62,Yes,Yes,Premium,Yes,Yes,No,No,No,Yes,Middle Income,No,Experientialist ,96.1,False,No
3965,Female,0,Yes,Yes,68,Yes,Yes,Premium,Yes,No,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,111.75,False,No
2223,Male,0,Yes,Yes,38,Yes,Yes,Premium,No,No,Yes,No,Yes,Yes,High Income,Yes,Hedonist,101.15,True,No
4681,Male,1,No,No,18,Yes,Yes,Basic,Yes,Yes,No,No,No,No,High Income,Yes,Hedonist,58.4,True,No
2648,Female,0,No,No,2,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Rationalist,20.0,False,No
3662,Female,0,No,No,51,Yes,No,Premium,No,No,No,No,Yes,Yes,Middle Income,No,Hedonist,87.55,False,No
6721,Male,0,Yes,Yes,70,Yes,Yes,Basic,No,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Experientialist ,84.1,False,No
4178,Male,0,No,Yes,21,Yes,No,Basic,No,No,No,No,No,No,High Income,No,Rationalist,45.65,False,No
4390,Male,0,No,No,30,Yes,Yes,Premium,Yes,No,No,No,Yes,Yes,High Income,Yes,Traditionalist,100.4,False,No
1575,Female,0,No,Yes,15,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,19.65,False,No
2508,Male,0,Yes,No,71,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,Yes,Experientialist ,24.5,True,No
5863,Female,0,No,No,17,Yes,No,Premium,No,No,No,No,No,No,High Income,No,Traditionalist,70.5,True,No
2790,Female,0,No,No,24,Yes,Yes,Premium,No,No,Yes,No,Yes,No,High Income,Yes,Hedonist,88.95,True,No
815,Male,1,No,No,5,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Traditionalist,20.05,False,No
590,Male,0,Yes,Yes,71,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Experientialist ,90.4,True,No
2155,Female,0,No,Yes,24,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,19.75,False,No
237,Female,0,No,No,10,No,No,Basic,No,No,No,Yes,No,No,Low Income,Yes,Rationalist,29.6,True,No
1106,Female,0,Yes,No,9,Yes,No,Premium,No,No,No,No,No,Yes,High Income,Yes,Experientialist ,79.75,True,No
945,Female,0,Yes,Yes,54,Yes,Yes,Premium,Yes,Yes,No,No,Yes,Yes,High Income,Yes,Traditionalist,104.1,False,No
3507,Male,0,No,No,19,Yes,Yes,Premium,Yes,No,Yes,No,No,No,High Income,Yes,Experientialist ,,False,No
2900,Male,0,No,No,71,No,No,Basic,Yes,Yes,Yes,Yes,Yes,No,Low Income,No,Traditionalist,53.95,False,No
4338,Female,1,No,No,71,Yes,Yes,Premium,No,Yes,No,No,Yes,Yes,High Income,Yes,Hedonist,99.65,False,No
6061,Female,1,No,No,8,Yes,No,Premium,No,Yes,No,No,Yes,No,High Income,Yes,Experientialist ,87.1,True,No
3076,Male,0,Yes,No,71,Yes,Yes,Premium,No,Yes,Yes,No,Yes,Yes,Middle Income,Yes,Traditionalist,105.7,True,No
266,Female,0,Yes,Yes,61,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Rationalist,88.1,True,No
4756,Male,0,Yes,No,33,Yes,No,Premium,No,No,No,No,Yes,Yes,High Income,No,Experientialist ,91.25,False,No
3213,Male,0,Yes,No,40,Yes,No,Premium,No,Yes,Yes,No,No,No,High Income,Yes,Experientialist ,80.0,False,No
1681,Male,0,Yes,Yes,56,Yes,Yes,Low engagement,No,No,No,No,No,No,Middle Income,Yes,Rationalist,24.45,False,No
3194,Female,0,Yes,Yes,3,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,19.1,False,No
2113,Female,0,No,No,33,Yes,Yes,Basic,Yes,No,No,Yes,No,No,Middle Income,No,Experientialist ,59.4,True,No
5552,Male,0,No,No,20,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Hedonist,19.6,True,No
